Classification,Ticket Number,Title,Description,Account,Queue,Resources,Status,Priority,Created,Due,Impact,Issue Type,Sub-Issue Type,Resolution
CDS-Northwest,T20220819.0311,RE: Citron links through MS Edge needed for C NA RDS users,"FROM: Prashant.Kini@chcs-services.com
FROM NAME: Prashant S Kini
TO: support@synoptek.com
CC: robin.tenenbaum@chcs-services.com;santosh.purohit@chcs-services.com;Jatin.Khanna@chcs-services.com;Asit.Joshi@chcs-services.com;ken.cook@chcs-services.com

Email Body: 
Synoptek Support team:
Any update on the below ticket raised yesterday?

Thanks
Prashant

From: Ken Cook <https://urldefense.proofpoint.com/v2/url?u=http-3A__ken.cook-40chcs-2Dservices.com&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=lXVQKPQcW1NQNprS6zLd_35EsYwMHpO5zna_MGAJEtc&m=yRWcET-fE4Uhs4Khzp2nV7kw_d4x8fpj3od_BIupdsk&s=KDpmhnyRl1DA5zCHwIWq8KTQuf-yoUTnoaKA4q36cQw&e=>
Sent: Thursday, August 18, 2022 8:24 PM
To: Synoptek Support <support@synoptek.com>
Cc: Robin L Tenenbaum <robin.tenenbaum@chcs-services.com>; Santosh K Purohit <santosh.purohit@chcs-services.com>; Prashant S Kini <https://urldefense.proofpoint.com/v2/url?u=http-3A__Prashant.Kini-40chcs-2Dservices.com&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=lXVQKPQcW1NQNprS6zLd_35EsYwMHpO5zna_MGAJEtc&m=yRWcET-fE4Uhs4Khzp2nV7kw_d4x8fpj3od_BIupdsk&s=yp_pzLTLz4_YVy4pAnGwjK1kuZZfDzlOacKJPFveG3k&e=>; Jatin Khanna <https://urldefense.proofpoint.com/v2/url?u=http-3A__Jatin.Khanna-40chcs-2Dservices.com&d=DwIFAg&c=e","iBAS, Inc (CHCS)",Merged Tickets,,Complete,Scheduled,8/19/2022 18:15,8/20/2022 16:15,,,,
CDS-Northwest,T20220819.0323,Publish the UAT icon for CITRON CNA UAT (Edge) application,"FROM: tmore@synoptek.com
FROM NAME: Tushar More
TO: CustomerSupport@synoptek.com
CC: 

Email Body: 
Hi,
Publish the UAT icon for CITRON CNA UAT (Edge) application on the following RDS as well:https://cna-rds.chcs-hosting.com/RDWeb/Pages/en-US/default.aspx [https://cna-rds.chcs-hosting.com/RDWeb/Pages/en-US/default.aspx]and the permission need to be replicated and also needs to include the following client users:
micki.lockard@cna.com chcs-hosting\ CAB2158
rachael.neill@cna.com chcs-hosting\cac9890
Thanks & Regards,

[https://synoptek.com/]
tushar more
systems engineer II
BISG-Cloud
[https://twitter.com/Synoptek] [https://www.facebook.com/synoptekservice/] [https://www.linkedin.com/company/synoptek/]
The information in this email, and any attachments,
 may contain confidential information and is intended solely for the attention and use of the named addressee(s). It must not be disclosed to any person(s) without authorization. If you are not the intended recipient, or a person responsible for delivering
 it to the intended recipient, you are not authorized to, and must not, disclose, ","iBAS, Inc (CHCS)",SO - Public Cloud,"MORE, TUSHAR (primary)",Complete,P4 - Functional,8/19/2022 18:24,8/24/2022 6:30,Single User,Cloud,Other,
CDS-Northwest,T20220819.0329,DBA Support Hrs,Ticket to track time for DBA Support.,"iBAS, Inc (CHCS)",SO - Database Management,"WEEKS, ROBERT (primary) | BATES, TRENTON ENFIELD | CHI, MICHAEL | DHAMELIYA, HILL | MCGRATH, RASHAAN",Scheduled,Scheduled,8/19/2022 18:34,10/1/2022 4:30,Single User,Database,Administration,"remediating dba alerts.

create tickets for missing log backups. And remediating dba alerts

updating integrity checks job scripts on the ibas server. And this jobs are running successfully.

remediating log space alert.

working on DBA alerts. And remediating alerts from the queue.

Remediating DBA alerts

SQL Log review, alerts"
CDS-Northwest,T20220819.0359,Unable to connect to VPN,Invalid password,"iBAS, Inc (CHCS)",Global Shared Service Desk,"LEE, CHRISTOPHER (primary)",Complete,P3 - Moderate,8/19/2022 18:47,8/22/2022 18:47,Single User,User Administration,Password reset,
CDS-Northwest,T20220819.0442,LogicMonitor (critical) Alert - IBSMANPRDAPP18 - CPU,"Group: Devices by Type/Windows Servers, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/US East 1/Servers - Prod, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Prod/Case360 - CNA - Prod, System Type/All Servers (no LM Collectors), Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Prod/ExStream - CNA - Prod, System Type/Windows 
Host: IBSMANPRDAPP18 
Severity Level: critical 
LMD537217608 critical - IBSMANPRDAPP18 CPU CPUBusyPercent
Windows host IBSMANPRDAPP18 is reporting high CPU usage of 99.9154 % , placing the host into critical state.

This started at 2022-08-19 08:03:13 MDT, -- or 0h 11m ago

https://synoptek.itglue.com/2536478/docs/6271417

Alert Rule: This alert matches the rule iBAS, Inc_Critical
Alert has been sent to:
stage 1:  EOCUser(sms)

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)

Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD537217608&type=alert","iBAS, Inc (CHCS)",CDS-Northwest,"OLIVIERO, ALEX (primary)",Complete,P4 - Functional,8/19/2022 19:44,8/24/2022 19:44,Single User,Server Management,CPU Utilization,"investigating alert
alert cleared
checked server - no detrimental impacts
transient alert due to normal usage - closing ticket as non-actionable

LMD537217608 ***CLEARED***critical - IBSMANPRDAPP18 CPU CPUBusyPercent

ID: LMD537217608
Host: IBSMANPRDAPP18
Datasource: CPU
Datapoint: CPUBusyPercent
Level: critical
Start: 2022-08-19 15:13:23 MDT
Duration: 2 days 9 hours 33 minutes 17 seconds
Value: No Data
ClearValue: 23.2943
Reason: CPUBusyPercent is not >= 95 95 98: the current value is 23.2943"
CDS-Northwest,T20220819.0471,PRU Database restoration on IBSMANPRDDB11 server,"Your name: UMA MAHESWARI VASANTHA
Your email: chcsdba.support@chcs-services.com
Your phone number: 
How urgent is your request?: Urgent
Who is impacted?: Others

Please restore the following database on IBSMANPRDDB11 server.

DATABASE BACKUP - RESTORE REQUEST 
* Restore On (Server Name) 	IBSMANPRDDB11.chcs-hosting.com
* Restore as (DB Name) 	SONORAPRU
* Overwrite existing Database (Y/N) 	N
* From(Server Name) 	CHUSE1PRDLSNC2
* (DB Name) 	SONORAPRU (PLEASE TAKE BACKUP OF DATE 18-08-2022) (dd-mm-yyyy)
Time : 05:30 PM EST
Reason to restore the backup 	To test lyft wellness process
","iBAS, Inc (CHCS)",SO - Server Backups,"RAKE, SHUBHAM (primary)",Complete,P3 - Moderate,8/19/2022 20:07,8/25/2022 20:07,Single User,Database,Other,
CDS-Northwest,T20220819.0489,RE: Your DigiCert certificate needs to be reissued in 90 Days (Order # 180617536),"FROM: Asit.Joshi@chcs-services.com
FROM NAME: Asit K Joshi
TO: cvaldez@synoptek.com;samos@synoptek.com;support@synoptek.com
CC: Vaibhav.Tawade@chcs-services.com

Email Body: 
+ Synoptek Team.

From: Asit K Joshi
Sent: 19 August 2022 14:33
To: Chris Valdez <cvaldez@synoptek.com>; Solomon Amos <samos@synoptek.com>
Cc: Vaibhav Tawade <Vaibhav.Tawade@chcs-services.com>
Subject: FW: Your DigiCert certificate needs to be reissued in 90 Days (Order # 180617536)

Hi Solomon, Chris,

Please find below the certificate renewal update for https://urldefense.proofpoint.com/v2/url?u=http-3A__providernetwork.chcsservices.com&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=lXVQKPQcW1NQNprS6zLd_35EsYwMHpO5zna_MGAJEtc&m=Qbr6LAP6omy8R1xuqj_UvJTOFpBBjCjwiLEugdHpb3Y&s=F9yb8A3QrmjHyYfEezLNmpkbxg7kQVJdlQCPF02a3lw&e=

Regards,
Asit Joshi
From: DigiCert <admin@digicert.com<mailto:admin@digicert.com>>
Sent: 19 August 2022 14:01
To: Asit K Joshi <https://urldefense.proofpoint.com/v2/url?u=http-3A__Asit.Jo&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=lXVQKPQcW1NQNprS6zLd_35EsYwMHpO5zna_MGAJEtc&m=Qbr6LAP6omy8R1xuqj_UvJTOFpBBjCjwiLEugdHpb3Y&s=6KrrkrXB3A6QwQ-hYl-k_xc","iBAS, Inc (CHCS)",BISG,"AMOS, SOLOMON (primary)",Waiting Vendor,P5 - Service Request,8/19/2022 20:18,8/22/2022 20:18,Single User,Software,:Other,
CDS-Northwest,T20220819.0491,RE: Your DigiCert certificate needs to be reissued in 90 Days (Order # 180617420),"FROM: Asit.Joshi@chcs-services.com
FROM NAME: Asit K Joshi
TO: samos@synoptek.com;cvaldez@synoptek.com;support@synoptek.com
CC: Vaibhav.Tawade@chcs-services.com

Email Body: 
+ Synoptek team

From: Asit K Joshi
Sent: 19 August 2022 14:35
To: Solomon Amos <samos@synoptek.com>; Chris Valdez <cvaldez@synoptek.com>
Cc: Vaibhav Tawade <Vaibhav.Tawade@chcs-services.com>
Subject: FW: Your DigiCert certificate needs to be reissued in 90 Days (Order # 180617420)

Solomon, Chris,

Please find below the certificate renewal update for https://urldefense.proofpoint.com/v2/url?u=http-3A__careforcenetwork.chcsservices.com&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=lXVQKPQcW1NQNprS6zLd_35EsYwMHpO5zna_MGAJEtc&m=4Mfk3ODly_fayb2NMUTjzRWTJDZIOJ8n1eHtNRa41LE&s=zSXSVaYSH03Ful8ymVFag2sA1rXCb7l6ryOBr1FbVkw&e=

Regards,
Asit Joshi
From: DigiCert <admin@digicert.com<mailto:admin@digicert.com>>
Sent: 19 August 2022 14:01
To: Asit K Joshi <https://urldefense.proofpoint.com/v2/url?u=http-3A__Asit.Jo&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=lXVQKPQcW1NQNprS6zLd_35EsYwMHpO5zna_MGAJEtc&m=4Mfk3ODly_fayb2NMUTjzRWTJDZIOJ8n1eHtNRa41LE&s=77CTEhgxjjg58teGhvCnjBw_DL","iBAS, Inc (CHCS)",SO - Public Cloud,"LE, VINNY (primary)",Complete,Scheduled,8/19/2022 20:19,9/17/2022 4:30,Single User,Software,:Other,
CDS-Northwest,T20220819.0495,RE: Need to open ticket to address Citron/YCA Access,"FROM: tonnetta.wallace@chcs-services.com
FROM NAME: Tonnetta Wallace
TO: support@synoptek.com
CC: jasmine.dukes@chcs-services.com;jill.smith@chcs-services.com

Email Body: 
Hello,

Friendly follow-up to determine if this issue been reviewed and resolved.

Thanks

From: Tonnetta Wallace
Sent: Thursday, August 18, 2022 1:57 PM
To: Synoptek Support <support@synoptek.com>
Cc: Jasmine D Dukes <jasmine.dukes@chcs-services.com>; Jill Smith <https://urldefense.proofpoint.com/v2/url?u=http-3A__jill.smith-40chcs-2Dservices.com&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=lXVQKPQcW1NQNprS6zLd_35EsYwMHpO5zna_MGAJEtc&m=Ls1Z8T4S7u9wgLhBZb5R8lDSCC2TxgFWXs5F56HP5KY&s=mqqKeNzsyWpE0CF28baGqLnOefZnqQCfaypKla8w62U&e=>; Laquaya Caldwell <https://urldefense.proofpoint.com/v2/url?u=http-3A__laquaya.caldwell-40chcs-2Dservices.com&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=lXVQKPQcW1NQNprS6zLd_35EsYwMHpO5zna_MGAJEtc&m=Ls1Z8T4S7u9wgLhBZb5R8lDSCC2TxgFWXs5F56HP5KY&s=_kSON81N6uJ-rV8xK9iY-Ste8NPhxNHgcWjfX5ttAP8&e=>
Subject: Need to open ticket to address Citron/YCA Access
Importance: High

Hello,

Jasmine Dukes is having log on issue with BAU Citron/YCA Acces","iBAS, Inc (CHCS)",Merged Tickets,,Complete,Scheduled,8/19/2022 20:21,8/20/2022 18:21,,,,
CDS-Northwest,T20220819.0567,Fw: I wrote the wrong delivery address IS THIS SCM EMAIL,"FROM: Erica.sinibaldi@chcs-services.com
FROM NAME: Erica Sinibaldi
TO: support@synoptek.com
CC: 

Email Body: 
Hi !

is this a spam/scam lol  WAS ADVISED TO FOWARD MESSAGES LIKE THIS

Thanks
________________________________
From: Bridget Alderson <alderson.b@exchamge.org>
Sent: Friday, August 19, 2022 10:57 AM
To: Erica Sinibaldi <https://urldefense.proofpoint.com/v2/url?u=http-3A__Erica.sinibaldi-40chcs-2Dservices.com&d=DwIFAw&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=lXVQKPQcW1NQNprS6zLd_35EsYwMHpO5zna_MGAJEtc&m=uiuk-OyGNHI0pTJf4VnBLwxp0lWsfBT_bSZVWz1RDpA&s=nvEWRdb0hded2NJtSDFAsL3s43gnQgDgc4JPQcLSH7s&e=>
Subject: I wrote the wrong delivery address

Hello!
I need help. When placing an order, I wrote the wrong info.
My order info https://urldefense.proofpoint.com/v2/url?u=https-3A__chcs-2Dservices.com_order_view_order-5Fid_58e444bdd0afd829_&d=DwIFAw&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=lXVQKPQcW1NQNprS6zLd_35EsYwMHpO5zna_MGAJEtc&m=uiuk-OyGNHI0pTJf4VnBLwxp0lWsfBT_bSZVWz1RDpA&s=ywvMCQ6N_VYgoTPkqzjIkCHImUlaDAIhlyX9aVHAaKE&e=<https://urldefense.proofpoint.com/v2/url?u=https-3A__nam","iBAS, Inc (CHCS)",Global Shared Service Desk,"SONI, JITENDRA (primary)",Complete,P4 - Functional,8/19/2022 21:03,8/24/2022 21:03,Single User,Collaboration,Blacklist,
CDS-Northwest,T20220819.0635,VPN dropping,VPN dropping - disconnecting RDS,"iBAS, Inc (CHCS)",Global Shared Service Desk,"LEE, CHRISTOPHER (primary)",Complete,P3 - Moderate,8/19/2022 21:20,8/22/2022 21:20,Single User,Endpoint Management,Connectivity,
CDS-Northwest,T20220819.0700,Unable to Access Citron,"FROM: jasmine.dukes@chcs-services.com
FROM NAME: Jasmine D Dukes
TO: support@synoptek.com
CC: tonnetta.wallace@chcs-services.com

Email Body: 
Good Morning,

I am currently still unable to access Citron. I have attempted several times and continue to get the error message below.

[cid:image001.png@01D8B3BE.5F8FFE20]","iBAS, Inc (CHCS)",Global Shared Service Desk,"CAMPBELL, MATTHEW (primary)",Complete,P3 - Moderate,8/19/2022 21:56,8/25/2022 0:37,Single User,User Administration,Account Administration,
CDS-Northwest,T20220819.0708,RE: Unable to Access Citron,"FROM: tonnetta.wallace@chcs-services.com
FROM NAME: Tonnetta Wallace
TO: jasmine.dukes@chcs-services.com;support@synoptek.com
CC: 

Email Body: 
Hello,

The attached email that indicates completed. But, she still has issues with access.

Support,

Please review as escalation as Jasmine has been unable to BAU Citron/YCA all week and it's affecting productivity.

Thanks
Tonnetta Wallace

From: Jasmine D Dukes <jasmine.dukes@chcs-services.com>
Sent: Friday, August 19, 2022 11:25 AM
To: support@synoptek.com
Cc: Tonnetta Wallace <tonnetta.wallace@chcs-services.com>
Subject: Unable to Access Citron

Good Morning,

I am currently still unable to access Citron. I have attempted several times and continue to get the error message below.

[cid:image001.png@01D8B3BF.2A1E1690]","iBAS, Inc (CHCS)",Merged Tickets,,Complete,Scheduled,8/19/2022 22:02,8/20/2022 20:02,,,,
CDS-Northwest,T20220819.0724,LogicMonitor (critical) Alert - iBAS CHCS - Website - https://uatusaa.chcsmemberportal.com - UAT USAA - Portal - https://uatusaa.chcsmemberportal.com/Healthcheck.aspx,"Group:  Host:  Severity Level: critical LMS175348815 critical - iBAS CHCS - Website - https://uatusaa.chcsmemberportal.com - UAT USAA - Portal gets 2 of 2 sitemonitors report error in Overall since 2022-08-19 10:31:32 MDT
Website: iBAS CHCS - Website - https://uatusaa.chcsmemberportal.com - UAT USAA - Portal
Checkpoint: Overall
Datapoint: status
Description: 2 of 2 sitemonitors report error


Alert Rule: This alert matches the rule iBAS, Inc Websites_Critical
Alert has been sent to:
stage 1:  EOCUser(sms)

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2 - Website)Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMS175348815&type=serviceAlert","iBAS, Inc (CHCS)",EOC,"KYLE-GREEN, AARON (primary)",Complete,P2 - Impaired,8/19/2022 22:08,8/20/2022 4:08,Multiple Users,Server Management,Website Down/Error,"Found several ec2 instances stopped in customer dev environment
Started them - Alert cleared"
CDS-Northwest,T20220819.0739,autotask,"FROM: lacey.tebeest@chcs-services.com
FROM NAME: Lacey TeBeest
TO: support@synoptek.com
CC: Vaibhav.Tawade@chcs-services.com

Email Body: 
I need help logging into Autotask. I already have a license as I am part of Vaibhav's team.

[cid:image002.png@01D8B3C1.AAD3D8E0]

[cid:image001.png@01D8B3C1.1A8E67F0]

Lacey Johnson. SSCP
Information Security Access Administrator
CHCS Services","iBAS, Inc (CHCS)",Nights Watch,,Escalate,P3 - Moderate,8/19/2022 22:19,8/22/2022 22:19,Single User,Software,:Other,
CDS-Northwest,T20220819.0864,InSpro Payment Issue,"Danielle called in stating that in Inspro Payment is not filtering for Payment Outstanding and not moved to Paid Status.

CB : 7028067597","iBAS, Inc (CHCS)",Global Shared Service Desk,"PARMAR, NIKUNJ (primary)",Complete,P3 - Moderate,8/19/2022 22:55,8/31/2022 22:56,Single User,Endpoint Management,Other,
CDS-Northwest,T20220819.0882,Unable to login to the computer,"CB: 850-293-5455

User was not able to login to the computer. The password was not getting accepted","iBAS, Inc (CHCS)",Global Shared Service Desk,"EACHAMBADI, NAUNIT (primary)",Complete,P3 - Moderate,8/19/2022 23:02,8/22/2022 23:02,Single User,User Administration,Password reset,"Logged into the O365 portal
Reset the password to the same password which user was using
Had user try the login
All good
Confirmed to close the ticket"
CDS-Northwest,T20220819.0932,Untitled,"FROM: Erica.sinibaldi@chcs-services.com
FROM NAME: Erica Sinibaldi
TO: support@synoptek.com
CC: 

Email Body: 
Hi -

I have 2 issues one is my five 9 has been freezing a lot and literally sometimes don't let me take customers off hold or answer call can't click on anything also . Sometimes i also get fully verified policies pulled up that are not the customers at all or related to the ph at all .This screen shot attached happened 3 times this week .

Also, I need an agent to call and trouble shoot my headset its new and supposal only about 4 weeks old and it will not work .

Cell number is 7164310119 and second line is 7165338335

I have checked setting in my five 9 and in laptop as well the microphones directly .I have done many resets and killed task and updated . Now i have new updated i will try on lunch but the things is im on my old headset from another job and it has short in cord it is my personal emergency one and its very old so i need new headset if this cant be fixed asa p please .I also would like a return label to send the old headsets back as now i have a collection between me an","iBAS, Inc (CHCS)",Global Shared Service Desk,"GUPTA, MUKESH (primary)",Complete,P3 - Moderate,8/19/2022 23:36,8/22/2022 23:36,Single User,Endpoint Management,Other,"Contacted the user to check further
Remoted into the machine CHCS-J8V3DL3
She said Five9 was freezing
Cleared the Chrome and restarted it
Tested Five9 and it is working fine now
The user had issues with headphones she said this might be a physical issue and she want to confirm that
Asked her to connect the headphone
She connected and she was unable to hear anything
Checked and the default sound was headphones
Made some changes in the control panel and tested on Teams
Made a test call to myself and she was able to hear my sound and I was able to hear her
She made a call from the Five9 application but again the same issue
Checked the settings and changed the default deivce
Tested but still the same issue
Restarted Chrome and tested it worked fine
She is all set now"
CDS-Northwest,T20220819.0969,Fwd: Lcp Ticket - #315 Current Active Service Disabled,"FROM: barbara.grassie@chcs-services.com
FROM NAME: Barbara Grassie
TO: support@synoptek.com
CC: 

Email Body: 
What does this message mean? Should I respond?
Get Outlook for iOS<https://urldefense.proofpoint.com/v2/url?u=https-3A__aka.ms_o0ukef&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=lXVQKPQcW1NQNprS6zLd_35EsYwMHpO5zna_MGAJEtc&m=EsO4ZkDPWqY1av7AXz7ezSiNtkDhL2zgeuWqPzTlSiE&s=-0VEu8qNaY19YP_2ctANZtRmfXs46Oy4NQoTwi_dRxs&e=>
________________________________
From: Lcp - MessageCenter <info@alerts-microsoft.com>
Sent: Friday, August 19, 2022 2:28:11 PM
To: Barbara Grassie <https://urldefense.proofpoint.com/v2/url?u=http-3A__barbara.grassie-40chcs-2Dservices.com&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=lXVQKPQcW1NQNprS6zLd_35EsYwMHpO5zna_MGAJEtc&m=EsO4ZkDPWqY1av7AXz7ezSiNtkDhL2zgeuWqPzTlSiE&s=oxnXw9V4fM4j8oApN9YelImhejqAxG1grwSR2NwuV8U&e=>
Subject: Lcp Ticket - #315 Current Active Service Disabled

[Microsoft Logo]

Your email barbara.grassie@chcs-services.com has been opted out many times due to message notification received from your device.

If you're not aware of t","iBAS, Inc (CHCS)",Global Shared Service Desk,"MODI, DHRUVKUMAR (primary)",Complete,P3 - Moderate,8/20/2022 0:02,8/23/2022 5:54,Single User,Software,:Other,
